產品編號,訂單編號,訂單行號,成本,銷售額,稅額,運費,訂單日期,出貨日期
536,SO51939,1,11.2163,29.99,2.3992,0.7498,2007-08-02,2007-08-09
528,SO51939,2,1.8663,4.99,0.3992,0.1248,2007-08-02,2007-08-09
484,SO51939,3,2.9733,7.95,0.636,0.1988,2007-08-02,2007-08-09
478,SO51940,1,3.7363,9.99,0.7992,0.2498,2007-08-02,2007-08-09
477,SO51940,2,1.8663,4.99,0.3992,0.1248,2007-08-02,2007-08-09
217,SO51940,3,13.0863,34.99,2.7992,0.8748,2007-08-02,2007-08-09
478,SO51941,1,3.7363,9.99,0.7992,0.2498,2007-08-02,2007-08-09
477,SO51941,2,1.8663,4.99,0.3992,0.1248,2007-08-02,2007-08-09
225,SO51941,3,6.9223,8.99,0.7192,0.2248,2007-08-02,2007-08-09
478,SO51942,1,3.7363,9.99,0.7992,0.2498,2007-08-02,2007-08-09
487,SO51942,2,20.5663,54.99,4.3992,1.3748,2007-08-02,2007-08-09
478,SO51943,1,3.7363,9.99,0.7992,0.2498,2007-08-02,2007-08-09
487,SO51943,2,20.5663,54.99,4.3992,1.3748,2007-08-02,2007-08-09
463,SO51943,3,9.1593,24.49,1.9592,0.6123,2007-08-02,2007-08-09
473,SO51944,1,23.749,63.5,5.08,1.5875,2007-08-02,2007-08-09
477,SO51944,2,1.8663,4.99,0.3992,0.1248,2007-08-02,2007-08-09
476,SO51945,1,26.1763,69.99,5.5992,1.7498,2007-08-02,2007-08-09
481,SO51945,2,3.3623,8.99,0.7192,0.2248,2007-08-02,2007-08-09
477,SO51946,1,1.8663,4.99,0.3992,0.1248,2007-08-02,2007-08-09
483,SO51946,2,44.88,120,9.6,3,2007-08-02,2007-08-09
477,SO51947,1,1.8663,4.99,0.3992,0.1248,2007-08-02,2007-08-09
217,SO51947,2,13.0863,34.99,2.7992,0.8748,2007-08-02,2007-08-09
463,SO51947,3,9.1593,24.49,1.9592,0.6123,2007-08-02,2007-08-09
528,SO51948,1,1.8663,4.99,0.3992,0.1248,2007-08-02,2007-08-09
480,SO51948,2,0.8565,2.29,0.1832,0.0573,2007-08-02,2007-08-09
535,SO51949,1,9.3463,24.99,1.9992,0.6248,2007-08-02,2007-08-09
528,SO51949,2,1.8663,4.99,0.3992,0.1248,2007-08-02,2007-08-09
214,SO51949,3,13.0863,34.99,2.7992,0.8748,2007-08-02,2007-08-09
536,SO51950,1,11.2163,29.99,2.3992,0.7498,2007-08-02,2007-08-09
528,SO51950,2,1.8663,4.99,0.3992,0.1248,2007-08-02,2007-08-09
485,SO51950,3,8.2205,21.98,1.7584,0.5495,2007-08-02,2007-08-09
529,SO51951,1,1.4923,3.99,0.3192,0.0998,2007-08-02,2007-08-09
538,SO51951,2,8.0373,21.49,1.7192,0.5373,2007-08-02,2007-08-09
484,SO51951,3,2.9733,7.95,0.636,0.1988,2007-08-02,2007-08-09
477,SO51952,1,1.8663,4.99,0.3992,0.1248,2007-08-02,2007-08-09
217,SO51952,2,13.0863,34.99,2.7992,0.8748,2007-08-02,2007-08-09
529,SO51953,1,1.4923,3.99,0.3192,0.0998,2007-08-02,2007-08-09
538,SO51953,2,8.0373,21.49,1.7192,0.5373,2007-08-02,2007-08-09
217,SO51953,3,13.0863,34.99,2.7992,0.8748,2007-08-02,2007-08-09
477,SO51954,1,1.8663,4.99,0.3992,0.1248,2007-08-02,2007-08-09
472,SO51954,2,23.749,63.5,5.08,1.5875,2007-08-02,2007-08-09
530,SO51955,1,1.8663,4.99,0.3992,0.1248,2007-08-02,2007-08-09
541,SO51955,2,10.8423,28.99,2.3192,0.7248,2007-08-02,2007-08-09
214,SO51955,3,13.0863,34.99,2.7992,0.8748,2007-08-02,2007-08-09
538,SO51956,1,8.0373,21.49,1.7192,0.5373,2007-08-02,2007-08-09
480,SO51956,2,0.8565,2.29,0.1832,0.0573,2007-08-02,2007-08-09
537,SO51957,1,13.09,35,2.8,0.875,2007-08-02,2007-08-09
528,SO51957,2,1.8663,4.99,0.3992,0.1248,2007-08-02,2007-08-09
214,SO51957,3,13.0863,34.99,2.7992,0.8748,2007-08-02,2007-08-09
374,SO51958,1,1554.9479,2443.35,195.468,61.0838,2007-08-02,2007-08-09
484,SO51958,2,2.9733,7.95,0.636,0.1988,2007-08-02,2007-08-09
359,SO51959,1,1251.9813,2294.99,183.5992,57.3748,2007-08-02,2007-08-09
485,SO51959,2,8.2205,21.98,1.7584,0.5495,2007-08-02,2007-08-09
480,SO51959,3,0.8565,2.29,0.1832,0.0573,2007-08-02,2007-08-09
225,SO51960,1,6.9223,8.99,0.7192,0.2248,2007-08-02,2007-08-09
577,SO51960,2,755.1508,1214.85,97.188,30.3713,2007-08-02,2007-08-09
605,SO51961,1,343.6496,539.99,43.1992,13.4998,2007-08-02,2007-08-09
570,SO51962,1,461.4448,742.35,59.388,18.5588,2007-08-02,2007-08-09
225,SO51962,2,6.9223,8.99,0.7192,0.2248,2007-08-02,2007-08-09
562,SO51963,1,1481.9379,2384.07,190.7256,59.6018,2007-08-02,2007-08-09
479,SO51963,2,3.3623,8.99,0.7192,0.2248,2007-08-02,2007-08-09
477,SO51963,3,1.8663,4.99,0.3992,0.1248,2007-08-02,2007-08-09
217,SO51963,4,13.0863,34.99,2.7992,0.8748,2007-08-02,2007-08-09
374,SO51964,1,1554.9479,2443.35,195.468,61.0838,2007-08-02,2007-08-09
479,SO51964,2,3.3623,8.99,0.7192,0.2248,2007-08-02,2007-08-09
477,SO51964,3,1.8663,4.99,0.3992,0.1248,2007-08-02,2007-08-09
487,SO51964,4,20.5663,54.99,4.3992,1.3748,2007-08-02,2007-08-09
376,SO51965,1,1554.9479,2443.35,195.468,61.0838,2007-08-03,2007-08-10
529,SO51965,2,1.4923,3.99,0.3192,0.0998,2007-08-03,2007-08-10
540,SO51965,3,12.1924,32.6,2.608,0.815,2007-08-03,2007-08-10
355,SO51966,1,1265.6195,2319.99,185.5992,57.9998,2007-08-03,2007-08-10
485,SO51966,2,8.2205,21.98,1.7584,0.5495,2007-08-03,2007-08-10
477,SO51966,3,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
478,SO51966,4,3.7363,9.99,0.7992,0.2498,2007-08-03,2007-08-10
225,SO51966,5,6.9223,8.99,0.7192,0.2248,2007-08-03,2007-08-10
222,SO51966,6,13.0863,34.99,2.7992,0.8748,2007-08-03,2007-08-10
357,SO51967,1,1265.6195,2319.99,185.5992,57.9998,2007-08-03,2007-08-10
477,SO51967,2,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
478,SO51967,3,3.7363,9.99,0.7992,0.2498,2007-08-03,2007-08-10
491,SO51967,4,41.5723,53.99,4.3192,1.3498,2007-08-03,2007-08-10
463,SO51967,5,9.1593,24.49,1.9592,0.6123,2007-08-03,2007-08-10
483,SO51968,1,44.88,120,9.6,3,2007-08-03,2007-08-10
535,SO51969,1,9.3463,24.99,1.9992,0.6248,2007-08-03,2007-08-10
480,SO51969,2,0.8565,2.29,0.1832,0.0573,2007-08-03,2007-08-10
539,SO51970,1,9.3463,24.99,1.9992,0.6248,2007-08-03,2007-08-10
529,SO51970,2,1.4923,3.99,0.3192,0.0998,2007-08-03,2007-08-10
225,SO51970,3,6.9223,8.99,0.7192,0.2248,2007-08-03,2007-08-10
486,SO51970,4,59.466,159,12.72,3.975,2007-08-03,2007-08-10
536,SO51971,1,11.2163,29.99,2.3992,0.7498,2007-08-03,2007-08-10
528,SO51971,2,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
478,SO51971,3,3.7363,9.99,0.7992,0.2498,2007-08-03,2007-08-10
477,SO51971,4,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
214,SO51971,5,13.0863,34.99,2.7992,0.8748,2007-08-03,2007-08-10
537,SO51972,1,13.09,35,2.8,0.875,2007-08-03,2007-08-10
537,SO51973,1,13.09,35,2.8,0.875,2007-08-03,2007-08-10
528,SO51973,2,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
217,SO51973,3,13.0863,34.99,2.7992,0.8748,2007-08-03,2007-08-10
222,SO51974,1,13.0863,34.99,2.7992,0.8748,2007-08-03,2007-08-10
463,SO51975,1,9.1593,24.49,1.9592,0.6123,2007-08-03,2007-08-10
225,SO51976,1,6.9223,8.99,0.7192,0.2248,2007-08-03,2007-08-10
228,SO51976,2,38.4923,49.99,3.9992,1.2498,2007-08-03,2007-08-10
225,SO51977,1,6.9223,8.99,0.7192,0.2248,2007-08-03,2007-08-10
477,SO51978,1,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
479,SO51978,2,3.3623,8.99,0.7192,0.2248,2007-08-03,2007-08-10
491,SO51978,3,41.5723,53.99,4.3192,1.3498,2007-08-03,2007-08-10
376,SO51979,1,1554.9479,2443.35,195.468,61.0838,2007-08-03,2007-08-10
487,SO51979,2,20.5663,54.99,4.3992,1.3748,2007-08-03,2007-08-10
217,SO51979,3,13.0863,34.99,2.7992,0.8748,2007-08-03,2007-08-10
490,SO51980,1,41.5723,53.99,4.3192,1.3498,2007-08-03,2007-08-10
490,SO51981,1,41.5723,53.99,4.3192,1.3498,2007-08-03,2007-08-10
530,SO51982,1,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
538,SO51983,1,8.0373,21.49,1.7192,0.5373,2007-08-03,2007-08-10
538,SO51984,1,8.0373,21.49,1.7192,0.5373,2007-08-03,2007-08-10
480,SO51984,2,0.8565,2.29,0.1832,0.0573,2007-08-03,2007-08-10
530,SO51985,1,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
541,SO51985,2,10.8423,28.99,2.3192,0.7248,2007-08-03,2007-08-10
529,SO51986,1,1.4923,3.99,0.3192,0.0998,2007-08-03,2007-08-10
540,SO51986,2,12.1924,32.6,2.608,0.815,2007-08-03,2007-08-10
480,SO51986,3,0.8565,2.29,0.1832,0.0573,2007-08-03,2007-08-10
478,SO51987,1,3.7363,9.99,0.7992,0.2498,2007-08-03,2007-08-10
478,SO51988,1,3.7363,9.99,0.7992,0.2498,2007-08-03,2007-08-10
477,SO51988,2,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
477,SO51989,1,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
478,SO51989,2,3.7363,9.99,0.7992,0.2498,2007-08-03,2007-08-10
490,SO51989,3,41.5723,53.99,4.3192,1.3498,2007-08-03,2007-08-10
478,SO51990,1,3.7363,9.99,0.7992,0.2498,2007-08-03,2007-08-10
477,SO51990,2,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
483,SO51990,3,44.88,120,9.6,3,2007-08-03,2007-08-10
467,SO51990,4,9.1593,24.49,1.9592,0.6123,2007-08-03,2007-08-10
476,SO51991,1,26.1763,69.99,5.5992,1.7498,2007-08-03,2007-08-10
231,SO51991,2,38.4923,49.99,3.9992,1.2498,2007-08-03,2007-08-10
475,SO51992,1,26.1763,69.99,5.5992,1.7498,2007-08-03,2007-08-10
234,SO51992,2,38.4923,49.99,3.9992,1.2498,2007-08-03,2007-08-10
474,SO51993,1,26.1763,69.99,5.5992,1.7498,2007-08-03,2007-08-10
485,SO51994,1,8.2205,21.98,1.7584,0.5495,2007-08-03,2007-08-10
487,SO51994,2,20.5663,54.99,4.3992,1.3748,2007-08-03,2007-08-10
484,SO51994,3,2.9733,7.95,0.636,0.1988,2007-08-03,2007-08-10
485,SO51995,1,8.2205,21.98,1.7584,0.5495,2007-08-03,2007-08-10
231,SO51995,2,38.4923,49.99,3.9992,1.2498,2007-08-03,2007-08-10
225,SO51995,3,6.9223,8.99,0.7192,0.2248,2007-08-03,2007-08-10
485,SO51996,1,8.2205,21.98,1.7584,0.5495,2007-08-03,2007-08-10
222,SO51996,2,13.0863,34.99,2.7992,0.8748,2007-08-03,2007-08-10
528,SO51997,1,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
480,SO51997,2,0.8565,2.29,0.1832,0.0573,2007-08-03,2007-08-10
528,SO51998,1,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
535,SO51998,2,9.3463,24.99,1.9992,0.6248,2007-08-03,2007-08-10
480,SO51998,3,0.8565,2.29,0.1832,0.0573,2007-08-03,2007-08-10
477,SO51999,1,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
225,SO51999,2,6.9223,8.99,0.7192,0.2248,2007-08-03,2007-08-10
530,SO52000,1,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
465,SO52000,2,9.1593,24.49,1.9592,0.6123,2007-08-03,2007-08-10
530,SO52001,1,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
214,SO52001,2,13.0863,34.99,2.7992,0.8748,2007-08-03,2007-08-10
537,SO52002,1,13.09,35,2.8,0.875,2007-08-03,2007-08-10
528,SO52002,2,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
485,SO52002,3,8.2205,21.98,1.7584,0.5495,2007-08-03,2007-08-10
478,SO52002,4,3.7363,9.99,0.7992,0.2498,2007-08-03,2007-08-10
477,SO52002,5,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
537,SO52003,1,13.09,35,2.8,0.875,2007-08-03,2007-08-10
528,SO52003,2,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
483,SO52003,3,44.88,120,9.6,3,2007-08-03,2007-08-10
597,SO52004,1,294.5797,539.99,43.1992,13.4998,2007-08-03,2007-08-10
535,SO52004,2,9.3463,24.99,1.9992,0.6248,2007-08-03,2007-08-10
598,SO52005,1,294.5797,539.99,43.1992,13.4998,2007-08-03,2007-08-10
485,SO52005,2,8.2205,21.98,1.7584,0.5495,2007-08-03,2007-08-10
222,SO52005,3,13.0863,34.99,2.7992,0.8748,2007-08-03,2007-08-10
376,SO52006,1,1554.9479,2443.35,195.468,61.0838,2007-08-03,2007-08-10
540,SO52006,2,12.1924,32.6,2.608,0.815,2007-08-03,2007-08-10
588,SO52007,1,419.7784,769.49,61.5592,19.2373,2007-08-03,2007-08-10
476,SO52007,2,26.1763,69.99,5.5992,1.7498,2007-08-03,2007-08-10
363,SO52008,1,1251.9813,2294.99,183.5992,57.3748,2007-08-03,2007-08-10
485,SO52008,2,8.2205,21.98,1.7584,0.5495,2007-08-03,2007-08-10
231,SO52008,3,38.4923,49.99,3.9992,1.2498,2007-08-03,2007-08-10
482,SO52008,4,3.3623,8.99,0.7192,0.2248,2007-08-03,2007-08-10
361,SO52009,1,1251.9813,2294.99,183.5992,57.3748,2007-08-03,2007-08-10
485,SO52009,2,8.2205,21.98,1.7584,0.5495,2007-08-03,2007-08-10
222,SO52009,3,13.0863,34.99,2.7992,0.8748,2007-08-03,2007-08-10
363,SO52010,1,1251.9813,2294.99,183.5992,57.3748,2007-08-03,2007-08-10
528,SO52010,2,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
537,SO52010,3,13.09,35,2.8,0.875,2007-08-03,2007-08-10
480,SO52010,4,0.8565,2.29,0.1832,0.0573,2007-08-03,2007-08-10
486,SO52010,5,59.466,159,12.72,3.975,2007-08-03,2007-08-10
353,SO52011,1,1265.6195,2319.99,185.5992,57.9998,2007-08-03,2007-08-10
528,SO52011,2,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
537,SO52011,3,13.09,35,2.8,0.875,2007-08-03,2007-08-10
214,SO52011,4,13.0863,34.99,2.7992,0.8748,2007-08-03,2007-08-10
568,SO52012,1,461.4448,742.35,59.388,18.5588,2007-08-03,2007-08-10
217,SO52012,2,13.0863,34.99,2.7992,0.8748,2007-08-03,2007-08-10
571,SO52013,1,461.4448,742.35,59.388,18.5588,2007-08-03,2007-08-10
225,SO52013,2,6.9223,8.99,0.7192,0.2248,2007-08-03,2007-08-10
588,SO52014,1,419.7784,769.49,61.5592,19.2373,2007-08-03,2007-08-10
536,SO52014,2,11.2163,29.99,2.3992,0.7498,2007-08-03,2007-08-10
605,SO52015,1,343.6496,539.99,43.1992,13.4998,2007-08-03,2007-08-10
214,SO52015,2,13.0863,34.99,2.7992,0.8748,2007-08-03,2007-08-10
382,SO52016,1,713.0798,1120.49,89.6392,28.0123,2007-08-03,2007-08-10
222,SO52016,2,13.0863,34.99,2.7992,0.8748,2007-08-03,2007-08-10
561,SO52017,1,1481.9379,2384.07,190.7256,59.6018,2007-08-03,2007-08-10
541,SO52017,2,10.8423,28.99,2.3192,0.7248,2007-08-03,2007-08-10
530,SO52017,3,1.8663,4.99,0.3992,0.1248,2007-08-03,2007-08-10
480,SO52017,4,0.8565,2.29,0.1832,0.0573,2007-08-03,2007-08-10
376,SO52018,1,1554.9479,2443.35,195.468,61.0838,2007-08-03,2007-08-10
382,SO52019,1,713.0798,1120.49,89.6392,28.0123,2007-08-04,2007-08-11
479,SO52019,2,3.3623,8.99,0.7192,0.2248,2007-08-04,2007-08-11
477,SO52019,3,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
361,SO52020,1,1251.9813,2294.99,183.5992,57.3748,2007-08-04,2007-08-11
480,SO52020,2,0.8565,2.29,0.1832,0.0573,2007-08-04,2007-08-11
363,SO52021,1,1251.9813,2294.99,183.5992,57.3748,2007-08-04,2007-08-11
485,SO52021,2,8.2205,21.98,1.7584,0.5495,2007-08-04,2007-08-11
228,SO52021,3,38.4923,49.99,3.9992,1.2498,2007-08-04,2007-08-11
355,SO52022,1,1265.6195,2319.99,185.5992,57.9998,2007-08-04,2007-08-11
480,SO52022,2,0.8565,2.29,0.1832,0.0573,2007-08-04,2007-08-11
222,SO52023,1,13.0863,34.99,2.7992,0.8748,2007-08-04,2007-08-11
485,SO52024,1,8.2205,21.98,1.7584,0.5495,2007-08-04,2007-08-11
478,SO52024,2,3.7363,9.99,0.7992,0.2498,2007-08-04,2007-08-11
477,SO52024,3,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
485,SO52025,1,8.2205,21.98,1.7584,0.5495,2007-08-04,2007-08-11
478,SO52025,2,3.7363,9.99,0.7992,0.2498,2007-08-04,2007-08-11
477,SO52025,3,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
222,SO52025,4,13.0863,34.99,2.7992,0.8748,2007-08-04,2007-08-11
477,SO52026,1,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
530,SO52027,1,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
214,SO52027,2,13.0863,34.99,2.7992,0.8748,2007-08-04,2007-08-11
528,SO52028,1,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
214,SO52028,2,13.0863,34.99,2.7992,0.8748,2007-08-04,2007-08-11
478,SO52029,1,3.7363,9.99,0.7992,0.2498,2007-08-04,2007-08-11
484,SO52030,1,2.9733,7.95,0.636,0.1988,2007-08-04,2007-08-11
480,SO52031,1,0.8565,2.29,0.1832,0.0573,2007-08-04,2007-08-11
588,SO52032,1,419.7784,769.49,61.5592,19.2373,2007-08-04,2007-08-11
486,SO52032,2,59.466,159,12.72,3.975,2007-08-04,2007-08-11
589,SO52033,1,419.7784,769.49,61.5592,19.2373,2007-08-04,2007-08-11
478,SO52033,2,3.7363,9.99,0.7992,0.2498,2007-08-04,2007-08-11
477,SO52033,3,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
225,SO52033,4,6.9223,8.99,0.7192,0.2248,2007-08-04,2007-08-11
488,SO52034,1,41.5723,53.99,4.3192,1.3498,2007-08-04,2007-08-11
225,SO52035,1,6.9223,8.99,0.7192,0.2248,2007-08-04,2007-08-11
540,SO52035,2,12.1924,32.6,2.608,0.815,2007-08-04,2007-08-11
528,SO52036,1,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
535,SO52036,2,9.3463,24.99,1.9992,0.6248,2007-08-04,2007-08-11
535,SO52037,1,9.3463,24.99,1.9992,0.6248,2007-08-04,2007-08-11
536,SO52038,1,11.2163,29.99,2.3992,0.7498,2007-08-04,2007-08-11
478,SO52039,1,3.7363,9.99,0.7992,0.2498,2007-08-04,2007-08-11
477,SO52039,2,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
487,SO52039,3,20.5663,54.99,4.3992,1.3748,2007-08-04,2007-08-11
225,SO52039,4,6.9223,8.99,0.7192,0.2248,2007-08-04,2007-08-11
475,SO52040,1,26.1763,69.99,5.5992,1.7498,2007-08-04,2007-08-11
467,SO52040,2,9.1593,24.49,1.9592,0.6123,2007-08-04,2007-08-11
476,SO52041,1,26.1763,69.99,5.5992,1.7498,2007-08-04,2007-08-11
488,SO52041,2,41.5723,53.99,4.3192,1.3498,2007-08-04,2007-08-11
528,SO52042,1,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
222,SO52042,2,13.0863,34.99,2.7992,0.8748,2007-08-04,2007-08-11
467,SO52042,3,9.1593,24.49,1.9592,0.6123,2007-08-04,2007-08-11
528,SO52043,1,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
480,SO52043,2,0.8565,2.29,0.1832,0.0573,2007-08-04,2007-08-11
477,SO52044,1,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
489,SO52044,2,41.5723,53.99,4.3192,1.3498,2007-08-04,2007-08-11
225,SO52044,3,6.9223,8.99,0.7192,0.2248,2007-08-04,2007-08-11
528,SO52045,1,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
480,SO52045,2,0.8565,2.29,0.1832,0.0573,2007-08-04,2007-08-11
528,SO52046,1,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
485,SO52047,1,8.2205,21.98,1.7584,0.5495,2007-08-04,2007-08-11
237,SO52047,2,38.4923,49.99,3.9992,1.2498,2007-08-04,2007-08-11
528,SO52048,1,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
480,SO52048,2,0.8565,2.29,0.1832,0.0573,2007-08-04,2007-08-11
537,SO52049,1,13.09,35,2.8,0.875,2007-08-04,2007-08-11
528,SO52049,2,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
477,SO52050,1,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
217,SO52050,2,13.0863,34.99,2.7992,0.8748,2007-08-04,2007-08-11
529,SO52051,1,1.4923,3.99,0.3192,0.0998,2007-08-04,2007-08-11
477,SO52052,1,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
537,SO52053,1,13.09,35,2.8,0.875,2007-08-04,2007-08-11
528,SO52053,2,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
537,SO52054,1,13.09,35,2.8,0.875,2007-08-04,2007-08-11
528,SO52054,2,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
222,SO52054,3,13.0863,34.99,2.7992,0.8748,2007-08-04,2007-08-11
485,SO52055,1,8.2205,21.98,1.7584,0.5495,2007-08-04,2007-08-11
478,SO52055,2,3.7363,9.99,0.7992,0.2498,2007-08-04,2007-08-11
477,SO52055,3,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
594,SO52056,1,308.2179,564.99,45.1992,14.1248,2007-08-04,2007-08-11
488,SO52056,2,41.5723,53.99,4.3192,1.3498,2007-08-04,2007-08-11
353,SO52057,1,1265.6195,2319.99,185.5992,57.9998,2007-08-04,2007-08-11
472,SO52057,2,23.749,63.5,5.08,1.5875,2007-08-04,2007-08-11
217,SO52057,3,13.0863,34.99,2.7992,0.8748,2007-08-04,2007-08-11
357,SO52058,1,1265.6195,2319.99,185.5992,57.9998,2007-08-04,2007-08-11
485,SO52058,2,8.2205,21.98,1.7584,0.5495,2007-08-04,2007-08-11
478,SO52058,3,3.7363,9.99,0.7992,0.2498,2007-08-04,2007-08-11
477,SO52058,4,1.8663,4.99,0.3992,0.1248,2007-08-04,2007-08-11
487,SO52058,5,20.5663,54.99,4.3992,1.3748,2007-08-04,2007-08-11
489,SO52058,6,41.5723,53.99,4.3192,1.3498,2007-08-04,2007-08-11
567,SO52059,1,461.4448,742.35,59.388,18.5588,2007-08-04,2007-08-11
582,SO52060,1,1082.51,1700.99,136.0792,42.5248,2007-08-04,2007-08-11
539,SO52060,2,9.3463,24.99,1.9992,0.6248,2007-08-04,2007-08-11
529,SO52060,3,1.4923,3.99,0.3192,0.0998,2007-08-04,2007-08-11
584,SO52061,1,343.6496,539.99,43.1992,13.4998,2007-08-04,2007-08-11
222,SO52061,2,13.0863,34.99,2.7992,0.8748,2007-08-04,2007-08-11
225,SO52062,1,6.9223,8.99,0.7192,0.2248,2007-08-04,2007-08-11
579,SO52062,2,755.1508,1214.85,97.188,30.3713,2007-08-04,2007-08-11
382,SO52063,1,713.0798,1120.49,89.6392,28.0123,2007-08-04,2007-08-11
222,SO52063,2,13.0863,34.99,2.7992,0.8748,2007-08-04,2007-08-11
231,SO52063,3,38.4923,49.99,3.9992,1.2498,2007-08-04,2007-08-11
579,SO52064,1,755.1508,1214.85,97.188,30.3713,2007-08-04,2007-08-11
228,SO52064,2,38.4923,49.99,3.9992,1.2498,2007-08-04,2007-08-11
382,SO52065,1,713.0798,1120.49,89.6392,28.0123,2007-08-05,2007-08-12
217,SO52065,2,13.0863,34.99,2.7992,0.8748,2007-08-05,2007-08-12
479,SO52066,1,3.3623,8.99,0.7192,0.2248,2007-08-05,2007-08-12
477,SO52066,2,1.8663,4.99,0.3992,0.1248,2007-08-05,2007-08-12
225,SO52066,3,6.9223,8.99,0.7192,0.2248,2007-08-05,2007-08-12
234,SO52066,4,38.4923,49.99,3.9992,1.2498,2007-08-05,2007-08-12
484,SO52067,1,2.9733,7.95,0.636,0.1988,2007-08-05,2007-08-12
535,SO52068,1,9.3463,24.99,1.9992,0.6248,2007-08-05,2007-08-12
528,SO52068,2,1.8663,4.99,0.3992,0.1248,2007-08-05,2007-08-12
480,SO52068,3,0.8565,2.29,0.1832,0.0573,2007-08-05,2007-08-12
538,SO52069,1,8.0373,21.49,1.7192,0.5373,2007-08-05,2007-08-12
538,SO52070,1,8.0373,21.49,1.7192,0.5373,2007-08-05,2007-08-12
528,SO52071,1,1.8663,4.99,0.3992,0.1248,2007-08-05,2007-08-12
217,SO52071,2,13.0863,34.99,2.7992,0.8748,2007-08-05,2007-08-12
478,SO52072,1,3.7363,9.99,0.7992,0.2498,2007-08-05,2007-08-12
477,SO52072,2,1.8663,4.99,0.3992,0.1248,2007-08-05,2007-08-12
217,SO52072,3,13.0863,34.99,2.7992,0.8748,2007-08-05,2007-08-12
228,SO52073,1,38.4923,49.99,3.9992,1.2498,2007-08-05,2007-08-12
530,SO52074,1,1.8663,4.99,0.3992,0.1248,2007-08-05,2007-08-12
222,SO52074,2,13.0863,34.99,2.7992,0.8748,2007-08-05,2007-08-12
467,SO52074,3,9.1593,24.49,1.9592,0.6123,2007-08-05,2007-08-12
541,SO52075,1,10.8423,28.99,2.3192,0.7248,2007-08-05,2007-08-12
538,SO52076,1,8.0373,21.49,1.7192,0.5373,2007-08-05,2007-08-12
529,SO52076,2,1.4923,3.99,0.3192,0.0998,2007-08-05,2007-08-12
222,SO52076,3,13.0863,34.99,2.7992,0.8748,2007-08-05,2007-08-12
529,SO52077,1,1.4923,3.99,0.3192,0.0998,2007-08-05,2007-08-12
540,SO52077,2,12.1924,32.6,2.608,0.815,2007-08-05,2007-08-12
487,SO52077,3,20.5663,54.99,4.3992,1.3748,2007-08-05,2007-08-12
529,SO52078,1,1.4923,3.99,0.3192,0.0998,2007-08-05,2007-08-12
540,SO52078,2,12.1924,32.6,2.608,0.815,2007-08-05,2007-08-12
214,SO52078,3,13.0863,34.99,2.7992,0.8748,2007-08-05,2007-08-12
529,SO52079,1,1.4923,3.99,0.3192,0.0998,2007-08-05,2007-08-12
540,SO52079,2,12.1924,32.6,2.608,0.815,2007-08-05,2007-08-12
